,text,threat
87,suck as lip bleed congrat lost good articl well reader never come back wikishit again!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
88,person attack tell come right throw brick window,1
89,a fuck mother fucker mother fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitchmoth fucker bitch a,1
90,nigger fuck faggot,1
91,fuck biggest pig planet die hell asshole!,1
92,dumb niggaz nigga dumb.sean kingston never play biggi joke around dumbfucks.,1
93,whi of stupid bitch of,1
94,''fuck blatz german cock sucker fucker mother fucker,1
95,sorri copi past articl your mum die within next hours..... ...,1
96,set new york !!!! delet categori video game set new york citi retard keep put back a retard think back listen spath game take place liberti citi new york !!!!!! liberti citi base new york mean game set new york fuck retard !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1
97,dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again fuck kill you block you blank talk page steal password take you block you dust filter rev again of,1
98,welcom go vandal everi singl page wikipedia hope enjoy stay futur go find live go kick as as famili watch nigger neil hitler,1
99,a wow one comment user comment page drool retard tri drop courtesi copi me pathet alway hope die fizz fire,1
100,_____________________________________________________________- fuck fuck piec shit as fuck hole readi nois by brought you??? or you bos playa,1
101,cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cannot keep nigger cd,1
102,"a bye bye jerk guess mean cri nazi anymor problem nazi anyway date nazi woman broke heart shame!!! life worth live anymor pleas kill yourself know right felt way long time probabl think kill quit time tell you right go ahead it hurt brave troubl over pain anymor everyon els worri get by mean fault thing turn bad certain fault ought asham done a fail do mayb thing could chang weakl defect way long time proof god make mistak look life failur failur failur mention """"things"""" did know talk about cannot believ that disgust me die long time ago know right it!!!""",1
103,fuck fuck you get vinyl put mama as scrotal adj,1
104,fuck nerd fuck nerd as bitch... lili fucker grow bitch get momus basement go get laid nerd,1
105,origin ever strong suit so go someth clich death go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself go fuck yourself,1
